Nº separata;AÑO PUBLICACIÓN;ESTADO;TÍTULO;PUBLICACIÓN;FI;Q(JIF);Decil;doi;PMID;RESPONSABLE;Cita;__text_for_theme;__year;__tokens;ChatGPT_Class;Gemini_Class;DeepSeek_Class;Santos_Class
43;2016;Publicado;Non-adherence to antihypertensive medication: the role of mental and physical comorbidity;International Journal of Cardiology;6.189;Q1;;10.1016/j.ijcard.2016.01.069;26814635;;"Calderón-Larrañaga A, Diaz E, Poblador-Plou B, Gimeno-Feliu LA, Abad-Díez JM, Prados-Torres A. Non-adherence to antihypertensive medication: The role of mental and physical comorbidity. Int J Cardiol. 2016 Mar 15;207:310-6. doi: 10.1016/j.ijcard.2016.01.069. Epub 2016 Jan 11. PMID: 26814635.";"43 2016 Publicado Non-adherence to antihypertensive medication: the role of mental and physical comorbidity International Journal of Cardiology 6.189 Q1  10.1016/j.ijcard.2016.01.069 26814635       1      1        1  1         Calderón-Larrañaga A, Diaz E, Poblador-Plou B, Gimeno-Feliu LA, Abad-Díez JM, Prados-Torres A. Non-adherence to antihypertensive medication: The role of mental and physical comorbidity. Int J Cardiol. 2016 Mar 15;207:310-6. doi: 10.1016/j.ijcard.2016.01.069. Epub 2016 Jan 11. PMID: 26814635.          ";2016;['2016', 'publicado', 'non', 'adherence', 'antihypertensive', 'medication', 'role', 'mental', 'physical', 'comorbidity', 'international', 'journal', 'cardiology', '189', '1016', 'ijcard', '2016', '069', '26814635', 'calderón', 'larrañaga', 'diaz', 'poblador', 'plou', 'gimeno', 'feliu', 'abad', 'díez', 'prados', 'torres', 'non', 'adherence', 'antihypertensive', 'medication', 'role', 'mental', 'physical', 'comorbidity', 'int', 'cardiol', '2016', 'mar', '207', '310', 'doi', '1016', 'ijcard', '2016', '069', 'epub', '2016', 'jan', 'pmid', '26814635'];Chronic Diseases, Multimorbidity;Dementia, Data Quality, EHR, Register, Spain, EpiChron, Diagnosis, Validation;Treatment Adherence, Hypertension, Mental Health, Comorbidity, Cardiovascular Disease, , , ;Mental Disease, Metabolic Disease, Specific condition, Treatment adherence
46;2016;Publicado;Baja concordancia entre la información clínica de atención primaria y hospital/Low concordance between primary care and hospital clinical information;Atención Primaria;1.042;Q3;;10.1016/j.aprim.2015.06.002;26300324;;"Revilla-López C, Calderón-Larrañaga A, Enríquez-Martín N, Prados-Torres A. Baja concordancia entre la información clínica de atención primaria y hospital [Low concordance between primary care and hospital clinical information]. Aten Primaria. 2016 Apr;48(4):244-50. Spanish. doi: 10.1016/j.aprim.2015.06.002. Epub 2015 Aug 20. PMID: 26300324; PMCID: PMC6877834.";"46 2016 Publicado Baja concordancia entre la información clínica de atención primaria y hospital/Low concordance between primary care and hospital clinical information Atención Primaria 1.042 Q3  10.1016/j.aprim.2015.06.002 26300324                                Revilla-López C, Calderón-Larrañaga A, Enríquez-Martín N, Prados-Torres A. Baja concordancia entre la información clínica de atención primaria y hospital [Low concordance between primary care and hospital clinical information]. Aten Primaria. 2016 Apr;48(4):244-50. Spanish. doi: 10.1016/j.aprim.2015.06.002. Epub 2015 Aug 20. PMID: 26300324; PMCID: PMC6877834.          ";2016;['2016', 'publicado', 'baja', 'concordancia', 'entre', 'información', 'clínica', 'atención', 'primaria', 'hospital', 'low', 'concordance', 'between', 'primary', 'care', 'hospital', 'clinical', 'information', 'atención', 'primaria', '042', '1016', 'aprim', '2015', '002', '26300324', 'revilla', 'lópez', 'calderón', 'larrañaga', 'enríquez', 'martín', 'prados', 'torres', 'baja', 'concordancia', 'entre', 'información', 'clínica', 'atención', 'primaria', 'hospital', 'low', 'concordance', 'between', 'primary', 'care', 'hospital', 'clinical', 'information', 'aten', 'primaria', '2016', 'apr', '244', 'spanish', 'doi', '1016', 'aprim', '2015', '002', 'epub', '2015', 'aug', 'pmid', '26300324', 'pmcid', 'pmc6877834'];Health Services, Utilization, Policy;Adherence, Pharmacy, Interventions, Review, Polypharmacy, Prescription, Tools, Elderly;Clinical Information, Primary Care, Hospital Care, Data Concordance, Health Records, Interoperability, , ;Methodology, RWD Cohort, Comorbidity
44;2016;Publicado;Armonización de bases de datos para el estudio de la fragilidad en personas mayores: Estudio INTAFRADE/Harmonisation of databases for the study of frailty in older people: INTAFRADE study;Rev Esp Geriatr Gerontol;;;;10.1016/j.regg.2015.10.002;26613655;;"Machón M, Egüés N, Martínez N, Abellán van Kan G, Calderón-Larrañaga A, Aldaz P, Poblador-Plou B, Vrotsou K, Clerencia-Sierra M, Prados-Torres A, Vergara I. Armonización de bases de datos para el estudio de la fragilidad en personas mayores: Estudio INTAFRADE [Harmonisation of databases for the study of frailty in older people: INTAFRADE study]. Rev Esp Geriatr Gerontol. 2016 Jan-Feb;51(1):29-36. Spanish. doi: 10.1016/j.regg.2015.10.002. Epub 2015 Nov 21. PMID: 26613655.";"44 2016 Publicado Armonización de bases de datos para el estudio de la fragilidad en personas mayores: Estudio INTAFRADE/Harmonisation of databases for the study of frailty in older people: INTAFRADE study Rev Esp Geriatr Gerontol    10.1016/j.regg.2015.10.002 26613655       1                1         Machón M, Egüés N, Martínez N, Abellán van Kan G, Calderón-Larrañaga A, Aldaz P, Poblador-Plou B, Vrotsou K, Clerencia-Sierra M, Prados-Torres A, Vergara I. Armonización de bases de datos para el estudio de la fragilidad en personas mayores: Estudio INTAFRADE [Harmonisation of databases for the study of frailty in older people: INTAFRADE study]. Rev Esp Geriatr Gerontol. 2016 Jan-Feb;51(1):29-36. Spanish. doi: 10.1016/j.regg.2015.10.002. Epub 2015 Nov 21. PMID: 26613655.          ";2016;['2016', 'publicado', 'armonización', 'bases', 'datos', 'para', 'estudio', 'fragilidad', 'personas', 'mayores', 'estudio', 'intafrade', 'harmonisation', 'databases', 'frailty', 'older', 'people', 'intafrade', 'rev', 'esp', 'geriatr', 'gerontol', '1016', 'regg', '2015', '002', '26613655', 'machón', 'egüés', 'martínez', 'abellán', 'van', 'kan', 'calderón', 'larrañaga', 'aldaz', 'poblador', 'plou', 'vrotsou', 'clerencia', 'sierra', 'prados', 'torres', 'vergara', 'armonización', 'bases', 'datos', 'para', 'estudio', 'fragilidad', 'personas', 'mayores', 'estudio', 'intafrade', 'harmonisation', 'databases', 'frailty', 'older', 'people', 'intafrade', 'rev', 'esp', 'geriatr', 'gerontol', '2016', 'jan', 'feb', 'spanish', 'doi', '1016', 'regg', '2015', '002', 'epub', '2015', 'nov', 'pmid', '26613655'];Data Methods, Record Linkage, Big Data;Hospitalization, Elderly, Multimorbidity, Patterns, Spain, Geriatric Syndromes, Association, Clinical;Frailty, Database Harmonization, Older Adults, INTAFRADE Study, Geriatrics, Methodology, , ;INTAFRADE Cohort, Functional status, Older population, Methodology
;2016;Publicado;Concordancia del registro de demencia en las principales fuentes de información clínica/Concordance in the registry of dementia among the main sources of clinical information;Rev Esp Geriatr Gerontol;;;;10.1016/j.regg.2015.07.002;26386522;;"Marta-Moreno J, Obón-Azuara B, Gimeno-Felíu L, Achkar-Tuglaman NN, Poblador-Plou B, Calderón-Larrañaga A, Prados-Torres A. Concordancia del registro de demencia en las principales fuentes de información clínica [Concordance in the registry of dementia among the main sources of clinical information]. Rev Esp Geriatr Gerontol. 2016 Sep-Oct;51(5):276-9. Spanish. doi: 10.1016/j.regg.2015.07.002. Epub 2015 Sep 18. PMID: 26386522.";" 2016 Publicado Concordancia del registro de demencia en las principales fuentes de información clínica/Concordance in the registry of dementia among the main sources of clinical information Rev Esp Geriatr Gerontol    10.1016/j.regg.2015.07.002 26386522       1      1        1  1         Marta-Moreno J, Obón-Azuara B, Gimeno-Felíu L, Achkar-Tuglaman NN, Poblador-Plou B, Calderón-Larrañaga A, Prados-Torres A. Concordancia del registro de demencia en las principales fuentes de información clínica [Concordance in the registry of dementia among the main sources of clinical information]. Rev Esp Geriatr Gerontol. 2016 Sep-Oct;51(5):276-9. Spanish. doi: 10.1016/j.regg.2015.07.002. Epub 2015 Sep 18. PMID: 26386522.          ";2016;['2016', 'publicado', 'concordancia', 'del', 'registro', 'demencia', 'las', 'principales', 'fuentes', 'información', 'clínica', 'concordance', 'registry', 'dementia', 'among', 'main', 'sources', 'clinical', 'information', 'rev', 'esp', 'geriatr', 'gerontol', '1016', 'regg', '2015', '002', '26386522', 'marta', 'moreno', 'obón', 'azuara', 'gimeno', 'felíu', 'achkar', 'tuglaman', 'poblador', 'plou', 'calderón', 'larrañaga', 'prados', 'torres', 'concordancia', 'del', 'registro', 'demencia', 'las', 'principales', 'fuentes', 'información', 'clínica', 'concordance', 'registry', 'dementia', 'among', 'main', 'sources', 'clinical', 'information', 'rev', 'esp', 'geriatr', 'gerontol', '2016', 'sep', 'oct', '276', 'spanish', 'doi', '1016', 'regg', '2015', '002', 'epub', '2015', 'sep', 'pmid', '26386522'];Data Methods, Record Linkage, Big Data;Multimorbidity, QoL, Disability, Spain, Epidemiology, Older Adults, Health Status, Outcomes;Dementia, Clinical Registries, Data Concordance, Diagnostic Accuracy, Geriatrics, Health Records, , ;RWD Cohort, Mental Disease, Specific condition, Methodology
;2015;Publicado;Interventional Tools to Improve Prescription and Adherence to Medical Plans;Biomed Res Int;2.134;Q3;;10.1155/2015/602078;26688812;;"Costa E, Giardini A, Prados-Torres A, Cahir C, Marengoni A. Interventional Tools to Improve Prescription and Adherence to Medical Plans. Biomed Res Int. 2015;2015:602078. doi: 10.1155/2015/602078. Epub 2015 Nov 24. PMID: 26688812; PMCID: PMC4672111.";" 2015 Publicado Interventional Tools to Improve Prescription and Adherence to Medical Plans Biomed Res Int 2.134 Q3  10.1155/2015/602078 26688812  Costa E, Giardini A, Prados-Torres A, Cahir C, Marengoni A                     1         Costa E, Giardini A, Prados-Torres A, Cahir C, Marengoni A. Interventional Tools to Improve Prescription and Adherence to Medical Plans. Biomed Res Int. 2015;2015:602078. doi: 10.1155/2015/602078. Epub 2015 Nov 24. PMID: 26688812; PMCID: PMC4672111.          ";2015;['2015', 'publicado', 'interventional', 'tools', 'improve', 'prescription', 'adherence', 'medical', 'plans', 'biomed', 'res', 'int', '134', '1155', '2015', '602078', '26688812', 'costa', 'giardini', 'prados', 'torres', 'cahir', 'marengoni', 'costa', 'giardini', 'prados', 'torres', 'cahir', 'marengoni', 'interventional', 'tools', 'improve', 'prescription', 'adherence', 'medical', 'plans', 'biomed', 'res', 'int', '2015', '2015', '602078', 'doi', '1155', '2015', '602078', 'epub', '2015', 'nov', 'pmid', '26688812', 'pmcid', 'pmc4672111'];Health Services, Utilization, Policy;Diabetes, Health Services, Comorbidity, Utilization, RWD, Type-2, Chronic, Primary Care;Treatment Adherence, Prescription Quality, Interventions, Medical Plans, Tools, Implementation, , ;Treatment adherence, Implementation, Methodology, Pharmacoepidemiology
;2015;Publicado;Multimorbidity and Its Patterns according to Immigrant Origin. A Nationwide Register-Based Study in Norway;Plos One;3.057;Q1;;10.1371/journal.pone.0145233;26684188;;"Diaz E, Poblador-Pou B, Gimeno-Feliu LA, Calderón-Larrañaga A, Kumar BN, Prados-Torres A. Multimorbidity and Its Patterns according to Immigrant Origin. A Nationwide Register-Based Study in Norway. PLoS One. 2015 Dec 18;10(12):e0145233. doi: 10.1371/journal.pone.0145233. PMID: 26684188; PMCID: PMC4684298.";" 2015 Publicado Multimorbidity and Its Patterns according to Immigrant Origin. A Nationwide Register-Based Study in Norway Plos One 3.057 Q1  10.1371/journal.pone.0145233 26684188  Diaz E, Poblador B, Gimeno LA, Calderón A, Kumar BN, Prados A     1      1        1  1         Diaz E, Poblador-Pou B, Gimeno-Feliu LA, Calderón-Larrañaga A, Kumar BN, Prados-Torres A. Multimorbidity and Its Patterns according to Immigrant Origin. A Nationwide Register-Based Study in Norway. PLoS One. 2015 Dec 18;10(12):e0145233. doi: 10.1371/journal.pone.0145233. PMID: 26684188; PMCID: PMC4684298.          ";2015;['2015', 'publicado', 'multimorbidity', 'its', 'patterns', 'according', 'immigrant', 'origin', 'nationwide', 'register', 'norway', 'plos', 'one', '057', '1371', 'journal', 'pone', '0145233', '26684188', 'diaz', 'poblador', 'gimeno', 'calderón', 'kumar', 'prados', 'diaz', 'poblador', 'pou', 'gimeno', 'feliu', 'calderón', 'larrañaga', 'kumar', 'prados', 'torres', 'multimorbidity', 'its', 'patterns', 'according', 'immigrant', 'origin', 'nationwide', 'register', 'norway', 'plos', 'one', '2015', 'dec', 'e0145233', 'doi', '1371', 'journal', 'pone', '0145233', 'pmid', '26684188', 'pmcid', 'pmc4684298'];Chronic Diseases, Multimorbidity;Obesity, Weight Loss, Multimorbidity, RWD, Longitudinal, Primary Care, BMI, Clinical Care;Multimorbidity, Immigrant Origin, Norway, Register-based Study, Patterns, Migrant Health, , ;Norway Cohort, Multimorbidity, Comorbidity, Disease Pattern, Migrant population
;2015;Publicado;Multimorbidity among registered immigrants in Norway: the role of reason for migration and length of stay;Trop Med Int Health;2.519;Q2;;10.1111/tmi.12615;26426974;;"Diaz E, Kumar BN, Gimeno-Feliu LA, Calderón-Larrañaga A, Poblador-Pou B, Prados-Torres A. Multimorbidity among registered immigrants in Norway: the role of reason for migration and length of stay. Trop Med Int Health. 2015 Dec;20(12):1805-14. doi: 10.1111/tmi.12615. Epub 2015 Oct 16. PMID: 26426974.";" 2015 Publicado Multimorbidity among registered immigrants in Norway: the role of reason for migration and length of stay Trop Med Int Health 2.519 Q2  10.1111/tmi.12615 26426974  Diaz E, Kumar BN, Gimeno LA, Calderón A, Poblador B, Prados A     1      1        1  1         Diaz E, Kumar BN, Gimeno-Feliu LA, Calderón-Larrañaga A, Poblador-Pou B, Prados-Torres A. Multimorbidity among registered immigrants in Norway: the role of reason for migration and length of stay. Trop Med Int Health. 2015 Dec;20(12):1805-14. doi: 10.1111/tmi.12615. Epub 2015 Oct 16. PMID: 26426974.          ";2015;['2015', 'publicado', 'multimorbidity', 'among', 'registered', 'immigrants', 'norway', 'role', 'reason', 'migration', 'length', 'stay', 'trop', 'med', 'int', '519', '1111', 'tmi', '12615', '26426974', 'diaz', 'kumar', 'gimeno', 'calderón', 'poblador', 'prados', 'diaz', 'kumar', 'gimeno', 'feliu', 'calderón', 'larrañaga', 'poblador', 'pou', 'prados', 'torres', 'multimorbidity', 'among', 'registered', 'immigrants', 'norway', 'role', 'reason', 'migration', 'length', 'stay', 'trop', 'med', 'int', '2015', 'dec', '1805', 'doi', '1111', 'tmi', '12615', 'epub', '2015', 'oct', 'pmid', '26426974'];Chronic Diseases, Multimorbidity;Immigrants, Primary Care, Healthy Migrant Effect, Spain, Access, Equity, NHS, Public Health;Multimorbidity, Immigrants, Norway, Migration Reason, Length of Stay, Migrant Health, , ;Norway Cohort, Multimorbidity, Migrant population
;2015;Publicado;Multimorbidity Patterns in Hospitalized Older Patients: Associations among Chronic Diseases and Geriatric Syndromes;Plos One;3.057;Q1;;10.1371/journal.pone.0132909;26208112;;"Clerencia-Sierra M, Calderón-Larrañaga A, Martínez-Velilla N, Vergara-Mitxeltorena I, Aldaz-Herce P, Poblador-Plou B, Machón-Sobrado M, Egüés-Olazabal N, Abellán-van Kan G, Prados-Torres A. Multimorbidity Patterns in Hospitalized Older Patients: Associations among Chronic Diseases and Geriatric Syndromes. PLoS One. 2015 Jul 24;10(7):e0132909. doi: 10.1371/journal.pone.0132909. PMID: 26208112; PMCID: PMC4514748.";" 2015 Publicado Multimorbidity Patterns in Hospitalized Older Patients: Associations among Chronic Diseases and Geriatric Syndromes Plos One 3.057 Q1  10.1371/journal.pone.0132909 26208112  Clerencia M, Calderón A, Martínez N, Vergara I, Aldaz P, Poblador B, Machón M, Egüés N, Abellán G, Prados A     1   1           1  1         Clerencia-Sierra M, Calderón-Larrañaga A, Martínez-Velilla N, Vergara-Mitxeltorena I, Aldaz-Herce P, Poblador-Plou B, Machón-Sobrado M, Egüés-Olazabal N, Abellán-van Kan G, Prados-Torres A. Multimorbidity Patterns in Hospitalized Older Patients: Associations among Chronic Diseases and Geriatric Syndromes. PLoS One. 2015 Jul 24;10(7):e0132909. doi: 10.1371/journal.pone.0132909. PMID: 26208112; PMCID: PMC4514748.          ";2015;['2015', 'publicado', 'multimorbidity', 'patterns', 'hospitalized', 'older', 'patients', 'associations', 'among', 'chronic', 'diseases', 'geriatric', 'syndromes', 'plos', 'one', '057', '1371', 'journal', 'pone', '0132909', '26208112', 'clerencia', 'calderón', 'martínez', 'vergara', 'aldaz', 'poblador', 'machón', 'egüés', 'abellán', 'prados', 'clerencia', 'sierra', 'calderón', 'larrañaga', 'martínez', 'velilla', 'vergara', 'mitxeltorena', 'aldaz', 'herce', 'poblador', 'plou', 'machón', 'sobrado', 'egüés', 'olazabal', 'abellán', 'van', 'kan', 'prados', 'torres', 'multimorbidity', 'patterns', 'hospitalized', 'older', 'patients', 'associations', 'among', 'chronic', 'diseases', 'geriatric', 'syndromes', 'plos', 'one', '2015', 'jul', 'e0132909', 'doi', '1371', 'journal', 'pone', '0132909', 'pmid', '26208112', 'pmcid', 'pmc4514748'];Chronic Diseases, Multimorbidity;Immigrants, Primary Care, Norway, Utilization, Register-based, GP, Access, Public Health;Multimorbidity, Older Adults, Hospitalized Patients, Geriatric Syndromes, Patterns, Inpatient Care, , ;Older population, Multimorbidity, Clinical Pattern, Health outcomes
;2015;Publicado;Chronic conditions, disability, and quality of life in older adults with multimorbidity in Spain;Eur J Intern Med;2.591;Q1;;10.1016/j.ejim.2015.02.016;25724771;;"Forjaz MJ, Rodriguez-Blazquez C, Ayala A, Rodriguez-Rodriguez V, de Pedro-Cuesta J, Garcia-Gutierrez S, Prados-Torres A. Chronic conditions, disability, and quality of life in older adults with multimorbidity in Spain. Eur J Intern Med. 2015 Apr;26(3):176-81. doi: 10.1016/j.ejim.2015.02.016. Epub 2015 Feb 24. PMID: 25724771.";" 2015 Publicado Chronic conditions, disability, and quality of life in older adults with multimorbidity in Spain Eur J Intern Med 2.591 Q1  10.1016/j.ejim.2015.02.016 25724771  ? Forjaz MJ, Rodriguez C, Ayala A, Rodriguez V, de Pedro J, Garcia S, Prados A                     1         Forjaz MJ, Rodriguez-Blazquez C, Ayala A, Rodriguez-Rodriguez V, de Pedro-Cuesta J, Garcia-Gutierrez S, Prados-Torres A. Chronic conditions, disability, and quality of life in older adults with multimorbidity in Spain. Eur J Intern Med. 2015 Apr;26(3):176-81. doi: 10.1016/j.ejim.2015.02.016. Epub 2015 Feb 24. PMID: 25724771.          ";2015;['2015', 'publicado', 'chronic', 'conditions', 'disability', 'quality', 'life', 'older', 'adults', 'multimorbidity', 'spain', 'eur', 'intern', 'med', '591', '1016', 'ejim', '2015', '016', '25724771', 'forjaz', 'rodriguez', 'ayala', 'rodriguez', 'pedro', 'garcia', 'prados', 'forjaz', 'rodriguez', 'blazquez', 'ayala', 'rodriguez', 'rodriguez', 'pedro', 'cuesta', 'garcia', 'gutierrez', 'prados', 'torres', 'chronic', 'conditions', 'disability', 'quality', 'life', 'older', 'adults', 'multimorbidity', 'spain', 'eur', 'intern', 'med', '2015', 'apr', '176', 'doi', '1016', 'ejim', '2015', '016', 'epub', '2015', 'feb', 'pmid', '25724771'];Chronic Diseases, Multimorbidity;Multimorbidity, Primary Care, Ariadne, Guidelines, Management, Consultation, Clinical Reasoning, Chronic;Multimorbidity, Disability, Quality of Life, Older Adults, Spain, Chronic Conditions, , ;Quality of life, Multimorbidity, Comorbidity, Older population, Survey data, Funcitonal status
;2015;Publicado;Global health care use by patients with type-2 diabetes: does the type of comorbidity matter?;Eur J Intern Med;2.591;Q1;;10.1016/j.ejim.2015.02.011;25765442;;"Calderón-Larrañaga A, Abad-Díez JM, Gimeno-Feliu LA, Marta-Moreno J, González-Rubio F, Clerencia-Sierra M, Poblador-Plou B, Poncel-Falcó A, Prados-Torres A. Global health care use by patients with type-2 diabetes: Does the type of comorbidity matter? Eur J Intern Med. 2015 Apr;26(3):203-10. doi: 10.1016/j.ejim.2015.02.011. Epub 2015 Mar 10. PMID: 25765442.";" 2015 Publicado Global health care use by patients with type-2 diabetes: does the type of comorbidity matter? Eur J Intern Med 2.591 Q1  10.1016/j.ejim.2015.02.011 25765442  Calderón A, Abad JM, Gimeno LA, Marta J, González F, Clerencia M, Poblador B, Poncel A, Prados A     1   1   1        1 1 1         Calderón-Larrañaga A, Abad-Díez JM, Gimeno-Feliu LA, Marta-Moreno J, González-Rubio F, Clerencia-Sierra M, Poblador-Plou B, Poncel-Falcó A, Prados-Torres A. Global health care use by patients with type-2 diabetes: Does the type of comorbidity matter? Eur J Intern Med. 2015 Apr;26(3):203-10. doi: 10.1016/j.ejim.2015.02.011. Epub 2015 Mar 10. PMID: 25765442.          ";2015;['2015', 'publicado', 'global', 'care', 'patients', 'type', 'diabetes', 'does', 'type', 'comorbidity', 'matter', 'eur', 'intern', 'med', '591', '1016', 'ejim', '2015', '011', '25765442', 'calderón', 'abad', 'gimeno', 'marta', 'gonzález', 'clerencia', 'poblador', 'poncel', 'prados', 'calderón', 'larrañaga', 'abad', 'díez', 'gimeno', 'feliu', 'marta', 'moreno', 'gonzález', 'rubio', 'clerencia', 'sierra', 'poblador', 'plou', 'poncel', 'falcó', 'prados', 'torres', 'global', 'care', 'patients', 'type', 'diabetes', 'does', 'type', 'comorbidity', 'matter', 'eur', 'intern', 'med', '2015', 'apr', '203', 'doi', '1016', 'ejim', '2015', '011', 'epub', '2015', 'mar', 'pmid', '25765442'];Chronic Diseases, Multimorbidity;Gender, Health Services, Utilization, Morbidity, RWD, Spain, Primary Care, Equality;Type-2 Diabetes, Healthcare Utilization, Comorbidity, Cost Analysis, Diabetes Management, , , ;Diabetes Disease, Metabolic Disease, Comorbidity, Multimorbidity, Use of Health Service
;2015;Publicado;Multimorbidity and weight loss in obese primary care patients. Longitudinal study based on electronic healthcare records;BMJ Open;2.562;Q1;;10.1136/bmjopen-2014-006227;25783419;;"Calderón-Larrañaga A, Hernández-Olivan P, González-Rubio F, Gimeno-Feliu LA, Poblador-Plou B, Prados-Torres A. Multimorbidity and weight loss in obese primary care patients: longitudinal study based on electronic healthcare records. BMJ Open. 2015 Mar 17;5(3):e006227. doi: 10.1136/bmjopen-2014-006227. PMID: 25783419; PMCID: PMC4368983.";" 2015 Publicado Multimorbidity and weight loss in obese primary care patients. Longitudinal study based on electronic healthcare records BMJ Open 2.562 Q1  10.1136/bmjopen-2014-006227 25783419  Calderón A, Hernández P, González F, Gimeno LA, Poblador B, Prados A     1      1        1  1         Calderón-Larrañaga A, Hernández-Olivan P, González-Rubio F, Gimeno-Feliu LA, Poblador-Plou B, Prados-Torres A. Multimorbidity and weight loss in obese primary care patients: longitudinal study based on electronic healthcare records. BMJ Open. 2015 Mar 17;5(3):e006227. doi: 10.1136/bmjopen-2014-006227. PMID: 25783419; PMCID: PMC4368983.          ";2015;['2015', 'publicado', 'multimorbidity', 'weight', 'loss', 'obese', 'primary', 'care', 'patients', 'longitudinal', 'electronic', 'healthcare', 'records', 'bmj', 'open', '562', '1136', 'bmjopen', '2014', '006227', '25783419', 'calderón', 'hernández', 'gonzález', 'gimeno', 'poblador', 'prados', 'calderón', 'larrañaga', 'hernández', 'olivan', 'gonzález', 'rubio', 'gimeno', 'feliu', 'poblador', 'plou', 'prados', 'torres', 'multimorbidity', 'weight', 'loss', 'obese', 'primary', 'care', 'patients', 'longitudinal', 'electronic', 'healthcare', 'records', 'bmj', 'open', '2015', 'mar', 'e006227', 'doi', '1136', 'bmjopen', '2014', '006227', 'pmid', '25783419', 'pmcid', 'pmc4368983'];Health Services, Utilization, Policy;Immigrants, Primary Care, Utilization, Norway, RWD, GP, Frequent Attenders, Access;Multimorbidity, Obesity, Weight Loss, Primary Care, Longitudinal Study, Electronic Health Records, , ;Obesity Disease, Metabolic Disease, Multimorbidity, Comorbidity
;2015;Publicado;The healthy migrant effect in primary care;Gaceta Sanitaria;1.509;Q3;;10.1016/j.gaceta.2014.07.007;;;"? Gimeno LA, Calderón A, Diaz E, Poblador B, Macipe R, Prados A. The healthy migrant effect in primary care. Gac Sanit 2015;29(1):15-20.";" 2015 Publicado The healthy migrant effect in primary care Gaceta Sanitaria 1.509 Q3  10.1016/j.gaceta.2014.07.007   Gimeno LA, Calderón A, Diaz E, Poblador B, Macipe R, Prados A     1      1        1  1         ? Gimeno LA, Calderón A, Diaz E, Poblador B, Macipe R, Prados A. The healthy migrant effect in primary care. Gac Sanit 2015;29(1):15-20.          ";2015;['2015', 'publicado', 'healthy', 'migrant', 'effect', 'primary', 'care', 'gaceta', 'sanitaria', '509', '1016', 'gaceta', '2014', '007', 'gimeno', 'calderón', 'diaz', 'poblador', 'macipe', 'prados', 'gimeno', 'calderón', 'diaz', 'poblador', 'macipe', 'prados', 'healthy', 'migrant', 'effect', 'primary', 'care', 'gac', 'sanit', '2015'];Health Services, Utilization, Policy;Physical Activity, Multimorbidity, Functionality, Spain, RWD, Exercise, Disability, Prevention;Healthy Migrant Effect, Primary Care, Immigrant Health, Epidemiology, Migrant Paradox, , , ;Comorbidity, Multimorbidity, Migrant population, RWD Cohort
;2015;Publicado;How do immigrants use primary health care services? A register-based study in Norway;Eur J Public Health;2.626;Q1;;10.1093/eurpub/cku123;25085475;;"Diaz E, Calderón-Larrañaga A, Prado-Torres A, Poblador-Plou B, Gimeno-Feliu LA. How do immigrants use primary health care services? A register-based study in Norway. Eur J Public Health. 2015 Feb;25(1):72-8. doi: 10.1093/eurpub/cku123. Epub 2014 Jul 31. PMID: 25085475.";" 2015 Publicado How do immigrants use primary health care services? A register-based study in Norway Eur J Public Health 2.626 Q1  10.1093/eurpub/cku123 25085475  Diaz E, Calderón A, Prados A, Poblador B, Gimeno LA     1      1        1  1         Diaz E, Calderón-Larrañaga A, Prado-Torres A, Poblador-Plou B, Gimeno-Feliu LA. How do immigrants use primary health care services? A register-based study in Norway. Eur J Public Health. 2015 Feb;25(1):72-8. doi: 10.1093/eurpub/cku123. Epub 2014 Jul 31. PMID: 25085475.          ";2015;['2015', 'publicado', 'how', 'immigrants', 'primary', 'care', 'services', 'register', 'norway', 'eur', '626', '1093', 'eurpub', 'cku123', '25085475', 'diaz', 'calderón', 'prados', 'poblador', 'gimeno', 'diaz', 'calderón', 'larrañaga', 'prado', 'torres', 'poblador', 'plou', 'gimeno', 'feliu', 'how', 'immigrants', 'primary', 'care', 'services', 'register', 'norway', 'eur', '2015', 'feb', 'doi', '1093', 'eurpub', 'cku123', 'epub', '2014', 'jul', 'pmid', '25085475'];Health Services, Utilization, Policy;Epilepsy, Hospitalization, Primary Care, Quality, England, Admissions, Management, Outcomes;Immigrant Health, Primary Care, Healthcare Utilization, Norway, Register-based Study, , , ;Norway Cohort, Migrant population, Use of Health Service, Primary Care
